LAST SEEN   TYPE      REASON                          OBJECT                                                            MESSAGE
14m         Normal    Pulled                          pod/dx-deployment-persistence-connection-pool-7c47cc988f-pfld9    Container image "image-registry.openshift-image-registry.svc:5000/openshift/dx-persistence-connection-pool:v1.41.0_20251024-1356" already present on machine
13m         Warning   BackOff                         pod/dx-deployment-digital-asset-management-0                      Back-off restarting failed container digital-asset-management in pod dx-deployment-digital-asset-management-0_digital-experience(1e2e1263-353d-47ee-b5ef-207e52be4df1)
12m         Normal    Pulled                          pod/dx-deployment-digital-asset-management-0                      Container image "image-registry.openshift-image-registry.svc:5000/openshift/dx-digital-asset-manager:v1.43.0_20251024-1357" already present on machine
12m         Normal    Created                         pod/dx-deployment-digital-asset-management-0                      Created container: digital-asset-management
12m         Normal    Started                         pod/dx-deployment-digital-asset-management-0                      Started container digital-asset-management
12m         Normal    IncompleteIngressToRouteRules   ingress/dx-deployment-peopleservice                               Incomplete ingress to route rules detected: Backend service "dx-deployment-peopleservice" not found at index 0, path index 0; Backend service "dx-deployment-peopleservice" not found at index 0, path index 1
12m         Normal    Killing                         pod/dx-deployment-web-engine-0                                    Stopping container system-out-log
12m         Normal    Killing                         pod/dx-deployment-web-engine-0                                    Stopping container trace-log
12m         Normal    Killing                         pod/dx-deployment-web-engine-0                                    Stopping container web-engine
12m         Warning   Unhealthy                       pod/dx-deployment-web-engine-0                                    Readiness probe errored and resulted in unknown state: rpc error: code = Unknown desc = command error: cannot register an exec PID: container is stopping, stdout: , stderr: , exit code -1
12m         Normal    Scheduled                       pod/dx-deployment-web-engine-0                                    Successfully assigned digital-experience/dx-deployment-web-engine-0 to worker-1
12m         Normal    Pulled                          pod/dx-deployment-web-engine-0                                    Container image "image-registry.openshift-image-registry.svc:5000/openshift/dx-logging-sidecar:v1.0.0_20251024-1349" already present on machine
12m         Normal    Created                         pod/dx-deployment-web-engine-0                                    Created container: system-out-log
12m         Normal    AddedInterface                  pod/dx-deployment-web-engine-0                                    Add eth0 [10.129.3.70/23] from ovn-kubernetes
12m         Normal    Pulled                          pod/dx-deployment-web-engine-0                                    Container image "image-registry.openshift-image-registry.svc:5000/openshift/dx-logging-sidecar:v1.0.0_20251024-1349" already present on machine
12m         Normal    Created                         pod/dx-deployment-web-engine-0                                    Created container: trace-log
12m         Normal    Pulled                          pod/dx-deployment-web-engine-0                                    Container image "image-registry.openshift-image-registry.svc:5000/openshift/dx-webengine:CF231_20251025-2351" already present on machine
12m         Normal    Created                         pod/dx-deployment-web-engine-0                                    Created container: web-engine
12m         Normal    Started                         pod/dx-deployment-web-engine-0                                    Started container trace-log
12m         Normal    Started                         pod/dx-deployment-web-engine-0                                    Started container web-engine
12m         Normal    Started                         pod/dx-deployment-web-engine-0                                    Started container system-out-log
10m         Normal    ProvisioningSucceeded           persistentvolumeclaim/dx-deployment-peopleservice-data            Successfully provisioned volume pvc-52563bbc-d861-4f20-86ef-f5e9c2d6cae2
10m         Normal    Provisioning                    persistentvolumeclaim/dx-deployment-peopleservice-data            External provisioner is provisioning volume for claim "digital-experience/dx-deployment-peopleservice-data"
10m         Normal    ExternalProvisioning            persistentvolumeclaim/dx-deployment-peopleservice-data            Waiting for a volume to be created either by the external provisioner 'cluster.local/nfs-client-nfs-subdir-external-provisioner' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
10m         Normal    Scheduled                       pod/dx-deployment-haproxy-76594d558b-5x5v4                        Successfully assigned digital-experience/dx-deployment-haproxy-76594d558b-5x5v4 to worker-2
10m         Normal    ScalingReplicaSet               deployment/dx-deployment-peopleservice                            Scaled up replica set dx-deployment-peopleservice-5649799f47 from 0 to 1
10m         Normal    Scheduled                       pod/dx-deployment-peopleservice-5649799f47-9np4d                  Successfully assigned digital-experience/dx-deployment-peopleservice-5649799f47-9np4d to worker-0
10m         Normal    ScalingReplicaSet               deployment/dx-deployment-haproxy                                  Scaled up replica set dx-deployment-haproxy-76594d558b from 0 to 1
10m         Normal    SuccessfulCreate                replicaset/dx-deployment-peopleservice-5649799f47                 Created pod: dx-deployment-peopleservice-5649799f47-9np4d
10m         Normal    SuccessfulCreate                replicaset/dx-deployment-haproxy-76594d558b                       Created pod: dx-deployment-haproxy-76594d558b-5x5v4
10m         Normal    AddedInterface                  pod/dx-deployment-peopleservice-5649799f47-9np4d                  Add eth0 [10.128.2.56/23] from ovn-kubernetes
10m         Normal    AddedInterface                  pod/dx-deployment-haproxy-76594d558b-5x5v4                        Add eth0 [10.131.1.192/23] from ovn-kubernetes
10m         Warning   Unhealthy                       pod/dx-deployment-haproxy-76594d558b-5x5v4                        Readiness probe failed: Get "http://10.131.1.192:10001/": dial tcp 10.131.1.192:10001: connect: connection refused
10m         Warning   Unhealthy                       pod/dx-deployment-web-engine-0                                    Liveness probe failed:
10m         Warning   Unhealthy                       pod/dx-deployment-web-engine-0                                    Readiness probe failed:
10m         Normal    SuccessfulDelete                statefulset/dx-deployment-web-engine                              delete Pod dx-deployment-web-engine-0 in StatefulSet dx-deployment-web-engine successful
9m59s       Normal    Killing                         pod/dx-deployment-web-engine-0                                    Stopping container trace-log
9m59s       Normal    Killing                         pod/dx-deployment-web-engine-0                                    Stopping container system-out-log
9m59s       Normal    Killing                         pod/dx-deployment-web-engine-0                                    Stopping container web-engine
9m51s       Normal    Scheduled                       pod/dx-deployment-web-engine-0                                    Successfully assigned digital-experience/dx-deployment-web-engine-0 to worker-1
9m51s       Normal    SuccessfulCreate                statefulset/dx-deployment-web-engine                              create Pod dx-deployment-web-engine-0 in StatefulSet dx-deployment-web-engine successful
9m50s       Normal    Created                         pod/dx-deployment-web-engine-0                                    Created container: trace-log
9m50s       Normal    Started                         pod/dx-deployment-web-engine-0                                    Started container trace-log
9m50s       Normal    Created                         pod/dx-deployment-web-engine-0                                    Created container: system-out-log
9m50s       Normal    AddedInterface                  pod/dx-deployment-web-engine-0                                    Add eth0 [10.129.3.71/23] from ovn-kubernetes
9m50s       Normal    Pulled                          pod/dx-deployment-web-engine-0                                    Container image "image-registry.openshift-image-registry.svc:5000/openshift/dx-webengine:CF231_20251025-2351" already present on machine
9m50s       Normal    Pulled                          pod/dx-deployment-web-engine-0                                    Container image "image-registry.openshift-image-registry.svc:5000/openshift/dx-logging-sidecar:v1.0.0_20251024-1349" already present on machine
9m50s       Normal    Started                         pod/dx-deployment-web-engine-0                                    Started container web-engine
9m50s       Normal    Pulled                          pod/dx-deployment-web-engine-0                                    Container image "image-registry.openshift-image-registry.svc:5000/openshift/dx-logging-sidecar:v1.0.0_20251024-1349" already present on machine
9m50s       Normal    Created                         pod/dx-deployment-web-engine-0                                    Created container: web-engine
9m50s       Normal    Started                         pod/dx-deployment-web-engine-0                                    Started container system-out-log
8m1s        Warning   Unhealthy                       pod/dx-deployment-web-engine-0                                    Readiness probe failed:
8m1s        Warning   Unhealthy                       pod/dx-deployment-web-engine-0                                    Liveness probe failed:
8m          Warning   Unhealthy                       pod/dx-deployment-ring-api-69d69497d5-wh42c                       Readiness probe failed: HTTP probe failed with statuscode: 500
7m36s       Warning   Unhealthy                       pod/dx-deployment-content-composer-79d7fd546f-9cjbr               Readiness probe failed: HTTP probe failed with statuscode: 500
6m53s       Warning   Unhealthy                       pod/dx-deployment-peopleservice-5649799f47-9np4d                  Liveness probe failed: HTTP probe failed with statuscode: 503
5m11s       Warning   Unhealthy                       pod/dx-deployment-peopleservice-5649799f47-9np4d                  Readiness probe failed: HTTP probe failed with statuscode: 503
5m6s        Normal    Started                         pod/dx-deployment-haproxy-76594d558b-5x5v4                        Started container haproxy
5m6s        Normal    Pulled                          pod/dx-deployment-haproxy-76594d558b-5x5v4                        Container image "image-registry.openshift-image-registry.svc:5000/openshift/dx-haproxy:v1.27.0_20251024-1338" already present on machine
5m6s        Normal    Created                         pod/dx-deployment-haproxy-76594d558b-5x5v4                        Created container: haproxy
47s         Warning   BackOff                         pod/dx-deployment-haproxy-76594d558b-5x5v4                        Back-off restarting failed container haproxy in pod dx-deployment-haproxy-76594d558b-5x5v4_digital-experience(d404246a-9295-44e8-92c2-b0f755571f9b)
23s         Normal    Killing                         pod/dx-deployment-peopleservice-5649799f47-9np4d                  Container dx-deployment-peopleservice failed liveness probe, will be restarted
13s         Normal    Started                         pod/dx-deployment-peopleservice-5649799f47-9np4d                  Started container dx-deployment-peopleservice
13s         Normal    Created                         pod/dx-deployment-peopleservice-5649799f47-9np4d                  Created container: dx-deployment-peopleservice
13s         Normal    Pulled                          pod/dx-deployment-peopleservice-5649799f47-9np4d                  Container image "image-registry.openshift-image-registry.svc:5000/openshift/dx-people-service:v1.0.0_20251024-1349" already present on machine
